ruby	0	word	purple:0.038  orange:0.029  turquoise:0.028  violet:0.026  red:0.022  sparkling:0.021  blue:0.02  yellow:0.019  crimson:0.018  pink:0.018  lilac:0.018  green:0.018  colour:0.017  darker:0.017  grey:0.017  scarlet:0.016  glitter:0.015  bright:0.014  glow:0.014  rainbow:0.013  brown:0.013  golden:0.013  black:0.013  coral:0.013  white:0.013  precious:0.012  hue:0.012  shiny:0.011  pastel:0.011  burgundy:0.011  sunset:0.011  navy:0.011  russet:0.01  magenta:0.01  oval:0.01  opaque:0.01  aquamarine:0.01  velvety:0.01  metallic:0.01  led:0.009  tropical:0.009  coloured:0.009  pale:0.009  fx:0.009  maroon:0.009  lovely:0.009  buff:0.009  whites:0.009  fawn:0.009  blues:0.009  watery:0.009  sparkle:0.009  translucent:0.008  indigo:0.008  beautiful:0.008  brighter:0.008  silvery:0.008  elegant:0.008  rich:0.008  dark:0.008
ruby	2	word	linux:0.011  Python:0.009  java:0.008  perl:0.008  python:0.008
ruby	3	word	diamond:0.06  pearl:0.049  gold:0.038  amber:0.038  silver:0.035  emerald:0.033  sapphire:0.032  crystal:0.031  Ruby:0.027  garnet:0.025  bracelet:0.025  jewel:0.024  amethyst:0.023  gem:0.023  earring:0.022  ivory:0.022  gemstone:0.022  quartz:0.021  jewelry:0.02  jewellery:0.02  platinum:0.02  bronze:0.02  necklace:0.019  jade:0.018  enamel:0.018  copper:0.017  brass:0.016  bead:0.016  pendant:0.015  vintage:0.015  silk:0.014  metal:0.014  rhinestone:0.014  topaz:0.014  stone:0.014  mineral:0.013  ribbon:0.013  coin:0.013  flower:0.013  rose:0.013  eye:0.013  hair:0.013  charcoal:0.013  leaf:0.012  sandstone:0.012  opal:0.012  velvet:0.012  granite:0.012  diamante:0.012  glass:0.012  acrylic:0.012  shell:0.012  jet:0.011  fossil:0.011  uv:0.011  brooch:0.011  marble:0.011  coal:0.01  blood:0.01  cheek:0.01  rust:0.01  porcelain:0.01  candle:0.01  cobalt:0.01  leather:0.01  steel:0.01  brick:0.01  finer:0.01  Silver:0.01  handmade:0.01  chrome:0.01  resin:0.01  carbon:0.009  x-ray:0.009  silica:0.009  Diamonds:0.009  Amethyst:0.009  Pearl:0.009  Diamond:0.009  water:0.009  silicon:0.009  laser:0.009  mahogany:0.009  ore:0.009  mosaic:0.009  pebble:0.009  oxide:0.009  ring:0.009  medal:0.009  antique:0.009  pigment:0.009  iron:0.009  skin:0.009  plastic:0.009  Roses:0.009  Tags:0.009  princess:0.008  aluminium:0.008  petal:0.008  tree:0.008  tourmaline:0.008  oil:0.008  ceramic:0.008  Bronze:0.008  custom:0.008  torch:0.008  rubber:0.008  matt:0.008  resultant:0.008  satin:0.008  jasper:0.008  neon:0.008  treasure:0.008  carat:0.008  alloy:0.008  gas:0.008  tooth:0.008
ruby	4	word	cherry:0.013  wine:0.012  cream:0.01  fruity:0.01  berry:0.01  spice:0.009  apple:0.009  drinking:0.009  Champagne:0.009  champagne:0.009  ginger:0.009  lemon:0.008  Bordeaux:0.008  Blanc:0.008  strawberry:0.008
python	0	word	Kurdish:0.007  teenage:0.007  Avoid:0.006  Greek:0.006  Thai:0.006  Portuguese:0.006  Arabic:0.006  Latin:0.006  Hebrew:0.006  Indian:0.006
python	1	word	snake:0.024  tiger:0.016  lizard:0.015  turtle:0.014  crocodile:0.014  dragon:0.013  shark:0.012  spider:0.012  parrot:0.012  bird:0.012  reptile:0.011  lion:0.011  monkey:0.011  leopard:0.01  frog:0.009  tortoise:0.009  beetle:0.009  eagle:0.009  badger:0.008  elephant:0.008  worm:0.008  otter:0.008  whale:0.008  owl:0.008  rabbit:0.008  snail:0.007  wolf:0.007  crab:0.007  alligator:0.007  trout:0.007  squirrel:0.007  mammal:0.007  cat:0.007  fox:0.007  dinosaur:0.007  fish:0.007  monster:0.007  serpent:0.007  insect:0.007  giraffe:0.007  goat:0.006  crow:0.006  sibling:0.006  rat:0.006  mosquito:0.006  mouse:0.006  livestock:0.006  dolphin:0.006  robot:0.006  cheetah:0.006  bull:0.006  invertebrate:0.006  moth:0.006  pig:0.006  poultry:0.006  iguana:0.006  spyware:0.006  deer:0.006  larva:0.006  shrimp:0.006
python	2	word	Python:0.06  Perl:0.027  C++:0.023  perl:0.022  Java:0.018  PHP:0.018  language:0.016  Fortran:0.016  SQL:0.013  java:0.013  Haskell:0.013  linux:0.013  GAP:0.013  Unix:0.012  HTML:0.012  C#:0.012  javascript:0.012  Solaris:0.011  API:0.011  DOS:0.01  UNIX:0.01  programming:0.01  XSLT:0.01  Ada:0.01  Prolog:0.01  XML:0.01  shell:0.01  Basic:0.01  Linux:0.009  version:0.009  Pascal:0.009  Apache:0.009  c++:0.009  php:0.009  scripting:0.008  kernel:0.008  ASP:0.008  syntax:0.008  html:0.008  ruby:0.008  sh:0.008  model:0.008  core:0.008  tool:0.008  C:0.008  Forth:0.008  VB:0.008  xml:0.008  IDL:0.008  Lisp:0.008  code:0.008  filename:0.008  NET:0.008  CSS:0.007  library:0.007  bash:0.007  interpreter:0.007  Britney:0.007  Monty:0.007  BASIC:0.007  sql:0.007  ML:0.007  COBOL:0.007  Tcl:0.007  compiler:0.007  encoding:0.007  default:0.007  Ruby:0.007  HTTP:0.007  JavaScript:0.007  assembler:0.007  doc:0.007  metadatum:0.006  runtime:0.006  module:0.006  tcl:0.006  authentication:0.006  GUI:0.006  makefile:0.006  cgus:0.006  optimisation:0.006  ASCII:0.006  Server:0.006  datum:0.006  stylesheet:0.006  file:0.006  rendering:0.006  sketch:0.006  video:0.006  c#:0.006  command-line:0.006  interface:0.006  GNU:0.006  CGI:0.006  programmer:0.006  com:0.006  FORTRAN:0.006  optimization:0.006  matching:0.006  command:0.006  JAVA:0.006  Palin:0.005
python	3	word	para:0.011  (version:0.01  figure:0.008  fig:0.007  paragraph:0.007  Version:0.007  Fig:0.007  Module:0.007  Para:0.007  clause:0.007  Task:0.006  magnitude:0.006  section:0.006  Figure:0.006  Paragraph:0.006  CI:0.006  Impact:0.006
python	5	word	scarf:0.008  cutter:0.007  silk:0.007  thread:0.007  hat:0.007  textile:0.006  bag:0.006  rope:0.006
jaguar	0	word	monkey:0.035  tiger:0.033  lion:0.031  dolphin:0.025  snake:0.024  leopard:0.023  deer:0.023  whale:0.023  wolf:0.022  elephant:0.022  frog:0.021  eagle:0.02  fox:0.02  turtle:0.02  bird:0.02  squirrel:0.019  otter:0.019  badger:0.018  goat:0.018  owl:0.018  lizard:0.018  parrot:0.018  shark:0.017  crocodile:0.017  rhino:0.017  macaw:0.017  cat:0.016  boar:0.016  reptile:0.015  penguin:0.015  hare:0.015  bat:0.015  alligator:0.014  zebra:0.014  giraffe:0.014  wildlife:0.013  rabbit:0.013  dragon:0.013  butterfly:0.013  buffalo:0.013  tortoise:0.012  lynx:0.012  heron:0.012  gorilla:0.012  mammal:0.012  pig:0.012  panther:0.012  rhinoceros:0.012  antelope:0.011  iguana:0.011  rat:0.011  hedgehog:0.011  horse:0.011  camel:0.011  tapir:0.011  spider:0.011  orchid:0.011  vole:0.011  hippo:0.011  puma:0.01  beetle:0.01  caiman:0.01  animal:0.01  dog:0.01  cheetah:0.01  duck:0.01  baboon:0.009  dinosaur:0.009  kingfisher:0.009  newt:0.009  predator:0.009  salmon:0.009  scorpion:0.009  kangaroo:0.009  crab:0.009  primate:0.009  goose:0.008  flamingo:0.008  marten:0.008  beaver:0.008  donkey:0.008  bee:0.008  woodpecker:0.008  beast:0.008  stag:0.008  ox:0.008  ostrich:0.008  falcon:0.008  rodent:0.008  cow:0.007  chimpanzee:0.007  toucan:0.007  hen:0.007  dormouse:0.007  buzzard:0.007  cobra:0.007  sheep:0.007  gull:0.007  bull:0.007  seal:0.007  mouse:0.007  kite:0.007  llama:0.007  jackal:0.007  hawk:0.007  hyena:0.007  mammoth:0.007  monster:0.007  sloth:0.007  vulture:0.007  eel:0.007  orca:0.007  trout:0.007  amphibian:0.007  osprey:0.007  lemur:0.006  pet:0.006  weasel:0.006  raptor:0.006  ant:0.006  pheasant:0.006  moth:0.006  manatee:0.006  vampire:0.006  ape:0.006  porcupine:0.006  insect:0.006  snail:0.006  chicken:0.006  porpoise:0.006  toad:0.006  mink:0.006  serpent:0.006  Shark:0.006  cub:0.006  pigeon:0.006  ghost:0.006  stoat:0.006  sparrow:0.006  bittern:0.006  cattle:0.006  capybara:0.005  anaconda:0.005  river:0.005  puffin:0.005  swan:0.005  warbler:0.005  gazelle:0.005  species:0.005  fur:0.005  anteater:0.005  Leopard:0.005  lobster:0.005  reindeer:0.005  creature:0.005  pony:0.005  invertebrate:0.005  harrier:0.005  carp:0.005  Eagles:0.005  dragonfly:0.005  robot:0.005  hummingbird:0.005  orangutan:0.005  peacock:0.005  seahorse:0.005  seabird:0.005  cockatoo:0.005  crow:0.005  hammerhead:0.005  Flycatcher:0.004  shield:0.004  pest:0.004  sponge:0.004  flora:0.004  chinchilla:0.004  marine:0.004  kitten:0.004  trogon:0.004  mosquito:0.004  magpie:0.004  Woodpecker:0.004  cricket:0.004  cormorant:0.004  Merlin:0.004
